;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
285;285;US;Right out of the bottle, this 100% Syrah delights for its overall balance and deep, rich array of cherries and blueberries. If you pay attention, you'll find more complex layers of sautéed wild mushrooms, grilled prosciutto and toast. Dry and tannic, and would be ideal with roasted lamb.;Le Mistral Vineyard;92;35.0;California;Monterey County;Central Coast;Syrah;Baker & Brain;9.0;0.43;0.34;2.5;0.08;26.0;86.0;0.9987;3.38;0.62;9.5;6;410
286;286;France;There is a great balance here between the creamy fruit and the wood flavors. Apricots, ripe apples and melon are spiced with the right amount of toastiness. The wine has a rich, warm feel. It is still young, so wait until 2015 to drink.;Les Charmes Dessus;91;60.0;Burgundy;Santenay;;Chardonnay;Domaine de Bellene;7.1;0.735;0.16;1.9;0.1;15.0;77.0;0.9966;3.27;0.64;9.3;5;412
287;287;France;Hugely tannic at this stage, this dense and complex wine has great structure partnered with dark black fruit and licorice. There is forward bitterness, suggesting this wine needs aging. Drink from 2017.;Cuvée Germain;91;16.0;Southwest France;Côtes du Tarn;;Bordeaux-style Red Blend;Domaine D'en Ségur;9.9;0.4;0.53;6.7;0.0969999999999999;6.0;19.0;0.9986;3.27;0.82;11.7;7;413
288;288;France;This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.;Quintessence;91;40.0;Burgundy;Pouilly-Fuissé;;Chardonnay;Domaine Sangouard-Guyot;8.8;0.52;0.34;2.7;0.087;24.0;122.0;0.9982;3.26;0.61;9.5;5;414
289;289;US;Sourced from a 15-acre vineyard on Parrett Mountain, this displays single vineyard specificity. Entry is surprisingly soft, and (perhaps influenced by the name) there seems to be a pleasing clay-like quality to the mouthfeel. Clean blueberry fruit leads into a tasty, balanced finish.;Clay Court;91;60.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Elk Cove;8.6;0.725;0.24;6.6;0.1169999999999999;31.0;134.0;10.014;3.32;1.07;9.3;5;415
290;290;France;Still firm and closed, this is a structured wine, solidly tannic with just hints of fruit. It has a dry feel to it, firm, the acidity and red fruits coming through the leathery, dark texture. The wine needs aging, so drink from 2017.;;91;100.0;Burgundy;Clos de Vougeot;;Pinot Noir;Evening Land;10.6;0.48;0.64;2.2;0.111;6.0;20.0;0.997;3.26;0.66;11.7;6;416
291;291;Portugal;Violets, truffles and ripe black fruits are present in this structured wine. It has almost too much richness, but there is plenty to admire. Solid tannins, a dark, heavy texture and complex acidity all show aging potential. Drink from 2018.;;91;18.0;Alentejano;;;Touriga Nacional;Herdade de São Miguel;7.0;0.58;0.12;1.9;0.091;34.0;124.0;0.9956;3.44;0.48;10.5;5;417
292;292;US;Sourced from the Chalice (estate) vineyard, this aromatic and seductive wine presents a compelling mix of tree fruits, racy acidity, and a rich, textural, open mouthfeel. The flavors of pears, orange peel and snappy spices linger deliciously through a long finish.;;91;16.0;Oregon;Oregon;Oregon Other;Pinot Gris;Iris Vineyards;11.9;0.38;0.51;2.0;0.121;7.0;20.0;0.9996;3.24;0.76;10.4;6;418
293;293;US;This is a gigantic Syrah, a tsunami of blackberry jam and milk chocolate, with headier notes of cassis liqueur and toasty buttered oak. That sounds sweet, but the wine is thoroughly dry. The tannins are thick, but finely ground and negotiable now. It might last in the bottle for many years, but there's no point in aging it. Enjoy now with elaborate roasts and stews.;Kruse Vineyards;91;42.0;California;Paso Robles;Central Coast;Syrah;Jack Creek;6.8;0.77;0.0;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;9.9;5;419
294;294;France;A ripe, wood-aged wine, it's richly smoky and fruity at the same time. The blend brings out honey, ripe apricots and peach. Acidity cuts through at the end to give a final, delicious lift. Drink now, but best wait until 2015.;Cami Salié;91;0;Southwest France;Jurançon Sec;;Gros and Petit Manseng;Lionel Osmin & Cie;6.6;0.84;0.03;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;12.3;7;421
295;295;US;The hue is an elegant peach just starting to blush with pink. The wine is entirely dry, with low alcohol framing intricate flavors of peaches, limes and vanilla, brightened by crisp acidity.;Rosé of;91;20.0;California;Napa Valley;Napa;Pinot Noir;Brick & Mortar;7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5;422
296;296;Italy;A savory Sauvignon with intensity and balance, it has aromas of cantaloupe and crushed tomato vine. The vibrant palate offers juicy green melon, pineapple and citrus together with a mineral note. Fresh acidity leaves a clean, crisp finish.;Prail;91;25.0;Northeastern Italy;Alto Adige;;Sauvignon;Colterenzio;10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;7;423
297;297;Italy;This savory Pinot Grigio has a little weight on it thanks to grape selection and 20% aging in large barrels. It delivers classic Granny Smith apple, Bartlett pear, nutmeg and flint in a creamy texture brightened by fresh acidity.;Puiten;91;23.0;Northeastern Italy;Alto Adige;;Pinot Grigio;Colterenzio;6.6;0.84;0.03;2.3;0.059;32.0;48.0;0.9952;3.52;0.56;12.3;7;425
298;298;US;With a light, silky mouthfeel and mouthwatering acidity, this Pinot satisfies for its rich array of raspberries, cherries, spices, cola and smoky oak. It defines the Carneros style: tart, a little earthy and ageworthy. Drink now–2019.;Estate Grown;91;38.0;California;Carneros;Napa-Sonoma;Pinot Noir;Cuvaison;6.4;0.67;0.08;2.1;0.045;19.0;48.0;0.9949;3.49;0.49;11.4;6;426
299;299;US;De Loach continues to impress with this Lake County vineyard-designate, a well-balanced Zin with plenty of density amid its brick tar and brambly blackberry fruit. With leveled acidity along with plenty of power, it'll both age and be pleasing to drink now, with smoky meats.;Nova Vineyard;91;32.0;California;Clear Lake;Mendocino/Lake Counties;Zinfandel;De Loach;9.5;0.78;0.22;1.9;0.077;6.0;32.0;0.9988;3.26;0.56;10.6;6;427
300;300;US;This standout Rocks District wine brings earth shaking aromas of black-olive brine, tapenade, green olive, stargazer lilies, orange peel and crushed gravel. The smoked meat, charcuterie and blue-fruit flavors don't hold back, bringing a lovely sense of texture and detail. It's an intense wine that completely demands your attention.;The Funk Estate;94;60.0;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Saviah;9.1;0.52;0.33;1.3;0.07;9.0;30.0;0.9978;3.24;0.6;9.3;5;428
301;301;US;Entirely estate grown from dry-farmed grapes, this white sparkles with waxy apricot and pear flavors and crisp, underlying mineral stoniness. Dry, with refreshing acidity, it doesn't skimp on mouthfeel, delivering a viscosity that's invitingly complex and lingering.;Estate Bottled;94;30.0;California;Napa Valley;Napa;Riesling;Smith-Madrone;12.8;0.84;0.63;2.4;0.088;13.0;35.0;0.9997;3.1;0.6;10.4;6;429
302;302;Italy;This complex and fragrant wine opens with dried violet, black plum and cooking spice aromas. The smooth, well-structured palate doles out blackberry jam, pipe tobacco, ripe black cherry, nutmeg and licorice flavors. Velvety tannins provide elegant support. Drink through 2027.;Vigneto Monte Sant'Urbano;94;85.0;Veneto;Amarone della Valpolicella Classico;;Red Blend;Speri;10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;7;430
303;303;US;From a combination of dry-farmed estate fruit and grapes sourced in Carneros, this lovely white is fermented in stainless steel, which coaxes a seamless, light-bodied crispness on the palate. Exotic white peach and briny stone highlight a heady aromatic thread of honeysuckle, ginger and wild vanilla.;White;94;30.0;California;Napa Valley;Napa;Riesling;Stony Hill;7.8;0.55;0.35;2.2;0.074;21.0;66.0;0.9974;3.25;0.56;9.2;5;431
304;304;US;Winemaker Bill Brosseau hits a single vineyard home run with this bottling from one of the Central Coast's oldest sites. It shows exotic plum, tangy cranberry, pine needle, juniper and pencil shaving scents on the nose. The palate is steeped in mulberry, marjoram and curry-like Indian spices, proving dynamic and delicious in the most compelling ways.;Sierra Madre Vineyard;94;65.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Testarossa;12.3;0.39;0.63;2.3;0.091;6.0;18.0;10.004;3.16;0.49;9.5;5;433
305;305;New Zealand;Yields were down in 2015, but intensity is up, giving this medium-bodied, silky wine the potential to drink well through at least 2025. Hickory smoke outlines white peach before ending in a long flurry of lime zest.;Maté's Vineyard;94;57.0;Kumeu;;;Chardonnay;Kumeu River;10.4;0.41;0.55;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;9.9;6;434
306;306;US;The estate's 13 acres were first planted in 1999. This lovely wine expresses itself with perfectly ripened black-cherry fruit, a dash of cola, and an underpinning of clean earth, complemented with a touch of mineral. The finish is superb.;Bergström Vineyard;94;90.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Bergström;12.3;0.39;0.63;2.3;0.091;6.0;18.0;10.004;3.16;0.49;9.5;5;435
307;307;US;Consistently outstanding Pinot Noir producer Black Kite has done it again. This bottling comes together in a seamless symphony of aromas and flavors. Ripe fruit, subtly spicy oak and forest floor notes fill the glass. Its opulent texture unfolds into layers of baking spice, earthiness, and red and black cherry fruit, with a long, complex finish.;Angel Hawk;94;85.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Black Kite;8.0;0.67;0.3;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;10.2;6;436
308;308;US;Powerful tannin meets subdued fruit in this layered, youthful wine. Concentrated and focused, with rose petal, sage and wild strawberry notes, it holds back teasingly before slowly unraveling to reveal velvety texture and corpulent weight.;King Ridge Vineyard Hirsch Selection;94;70.0;California;Fort Ross-Seaview;Sonoma;Pinot Noir;Blue Farm;11.1;0.45;0.73;3.2;0.066;6.0;22.0;0.9986;3.17;0.66;11.2;6;437
309;309;US;There is a darker fruit spectrum evident in the reserve, with notes of coffee, smoke, black fruits, a touch of charred wood all worked through, and without damping the core fruit flavors. Those bright flavors spotlight raspberry, plum and black cherry. A light cola flavor pokes through, with ripe tannins and proportionate acids. The barrel treatment is beautifully applied, adding sweet spice to the finish.;Evenstad Reserve;94;70.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Domaine Serene;7.0;0.62;0.18;1.5;0.062;7.0;50.0;0.9951;3.08;0.6;9.3;5;439
310;310;US;From the famous site on Westside Road outside of Healdsburg, this bold red shows orange, dark cherry and pungent earth scents, remaining savory at its core. Medium-bodied and balanced with acidity, it takes on a meaty persona seasoned with pepper, clove and black tea.;Bacigalupi Vineyard;94;60.0;California;Russian River Valley;Sonoma;Pinot Noir;Gary Farrell;12.6;0.31;0.72;2.2;0.072;6.0;29.0;0.9987;2.88;0.82;9.8;8;440
311;311;Italy;Elegant and savory, this vibrant white offers enticing Spanish broom, yellow stone fruit, wet stone and crushed thyme aromas. The vibrant, ethereal palate carries subtle, tantalizing layers of yellow peach, tangy tangerine, lemon drop and pineapple with lively acidity. A graphite note closes the lingering finish. Too elegant for some palates, it shows impressive balance and depth, despite the cool, wet vintage.;Contrada Salvarenza Vecchie Vigne;94;38.0;Veneto;Soave Classico;;Garganega;Gini;15.6;0.685;0.76;3.7;0.1;6.0;43.0;10.032;2.95;0.68;11.2;7;442
312;312;Italy;Hands down one of Italy's best whites, this boasts alluring white flower and yellow stone fruit scents. The enveloping, delicious palate delivers white peach, mature pear, ginger and lemon drop flavors. Fresh acidity brightens the creamy flavors while a mineral note energizes the finish.;La Froscà;94;29.0;Veneto;Soave Classico;;Garganega;Gini;5.3;0.57;0.01;1.7;0.054;5.0;27.0;0.9934;3.57;0.84;12.5;7;444
313;313;US;This impressive 100% varietal wine shows focused red fruit, a tropical edge of coconut and firm, structured tannin. Sage, cedar, tobacco and black pepper notes provide a sultry, savory counterpoint to the fruit, balanced with moderate acidity. Enjoy 2023–2033.;Outer Limits;94;155.0;California;Napa Valley;Napa;Cabernet Sauvignon;Parallel;12.5;0.38;0.6;2.6;0.081;31.0;72.0;0.9996;3.1;0.73;10.5;5;446
314;314;US;This gorgeous wine deftly integrates a lively mix of currant, cherry, breakfast tea and dried leaves into a seamless and seductive whole. Produced from vines dating back to the early 1970s, it finishes with a delicious streak of milk chocolate. Drink now through 2030.;Durant Vineyard Bishop Block;94;48.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Patricia Green Cellars;9.3;0.48;0.29;2.1;0.127;6.0;16.0;0.9968;3.22;0.72;11.2;5;447
315;315;US;From a prime site relatively high in elevation for the appellation, this wine shows beautiful, crisp acidity, as robust layers of mountain raspberry, blackberry and coffee flavor vie for attention. Full bodied and densely structured, it unfurls in wisps of black licorice and clove on the lengthy finish.;Godspeed;94;95.0;California;Mount Veeder;Napa;Cabernet Sauvignon;Sbragia;8.6;0.53;0.22;2.0;0.1;7.0;27.0;0.9967;3.2;0.56;10.2;6;448
316;316;US;This pretty, floral wine made entirely from Chardonnay grapes from this site is both creamy and crisp. It offers impressive length, acidity and stoniness, accenting its focused green apple flavor. As it opens, it takes on a richer honey-like tone that adds further complexity and deliciousness.;Tognetti Vineyard Brut;94;80.0;California;Carneros;Napa-Sonoma;Sparkling Blend;Schramsberg;11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;6;449
317;317;US;Intensely aromatic, yet big and even chunky in the mouth, this young wine remains compressed and hard-edged. Give it ample aeration, and cranberry, blackberry and black cherry fruits come alive. Dense with fruit and detailed with wet stone minerality, this should be cellared a few years, and consumed from 2020 to 2030.;Ribbon Ridge Estate;94;49.0;Oregon;Ribbon Ridge;Willamette Valley;Pinot Noir;Trisaetum;11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;6;450
318;318;France;The wine comes from the grand showpiece estate of Madiran. A blend that is dominated by Tannat produces a wine that is still so young. Bold fruits and firm tannins are right to the fore, along with acidity and a strong mineral texture. It's a powerful and impressive wine that also manages elegance as well. The wine will take several more years to soften. Drink from 2020.;Château Montus;94;35.0;Southwest France;Madiran;;Tannat-Cabernet;Vignobles Brumont;6.8;0.56;0.03;1.7;0.084;18.0;35.0;0.9968;3.44;0.63;10.0;6;452
319;319;US;The aromas pop, with notes of orange peel, ember, cured meat, black olive and wet stone, with purple fruit lurking in the background. The palate is surprisingly fruit forward, with plum and savory flavors that coat the palate from end to end. The finish glides for a full 30 seconds.;Old Stones;94;50.0;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Waters;10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;7;453
320;320;France;This is a wine that is beginning to show some fine maturity. There are ripe fruits still very present, but they are matched by the secondary flavors, spice and warm tannins along with the classic herbal character of Mourvèdre. The wine is produced from organically grown grapes, giving purity as well as some serious structure in the background. Drink from 2018.;La Bégude;94;44.0;Provence;Bandol;;Provence red blend;Domaine de la Bégude;7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;11.1;5;454
